CNPJ_Fundo,Data_Referencia,Versao,Mes_Referencia,Percentual_Rentabilidade_Efetiva_Mes,Percentual_Rentabilidade_Auferida_Ausencia_Garantia
32.655.589/0001-52,2020-03-31,1,01/2020,-0.005374,-0.005374
32.655.589/0001-52,2020-03-31,1,02/2020,0.005191,0.005191
32.655.589/0001-52,2020-03-31,1,03/2020,-0.008198,-0.008198
32.655.589/0001-52,2020-06-30,1,04/2020,0.005247,0.005247
32.655.589/0001-52,2020-06-30,1,05/2020,-0.004525,-0.004525
32.655.589/0001-52,2020-06-30,1,06/2020,0.007468,0.007468
32.655.589/0001-52,2020-09-30,1,07/2020,-0.005601,-0.005601
32.655.589/0001-52,2020-09-30,1,08/2020,-0.00386,-0.00386
32.655.589/0001-52,2020-09-30,1,09/2020,-0.006524,-0.006524
32.655.589/0001-52,2020-12-31,1,10/2020,-0.009968,-0.009968
32.655.589/0001-52,2020-12-31,1,11/2020,-0.005249,-0.005249
32.655.589/0001-52,2020-12-31,1,12/2020,-0.021431,-0.021431
34.081.631/0001-02,2020-03-31,1,02/2020,-0.046375,-0.046375
34.081.631/0001-02,2020-03-31,1,03/2020,-0.000335,-0.000335
34.508.923/0001-70,2020-03-31,1,01/2020,0.00137,
34.508.923/0001-70,2020-03-31,1,02/2020,-0.003742,
34.508.923/0001-70,2020-03-31,1,03/2020,0.027903,
34.508.923/0001-70,2020-06-30,1,01/2020,0.00137,
34.508.923/0001-70,2020-06-30,1,02/2020,-0.003742,
34.508.923/0001-70,2020-06-30,1,03/2020,0.027903,
34.508.923/0001-70,2020-06-30,1,04/2020,0.007102,
34.508.923/0001-70,2020-06-30,1,05/2020,0.001344,
34.508.923/0001-70,2020-06-30,1,06/2020,0.010441,
34.509.007/0001-55,2020-03-31,1,01/2020,-0.036259,
34.509.007/0001-55,2020-03-31,1,02/2020,-0.000436,
34.509.007/0001-55,2020-03-31,1,03/2020,0.036247,
34.509.007/0001-55,2020-06-30,1,01/2020,-0.036259,
34.509.007/0001-55,2020-06-30,1,02/2020,-0.000436,
34.509.007/0001-55,2020-06-30,1,03/2020,0.036247,
34.509.007/0001-55,2020-06-30,1,04/2020,-0.009171,
34.509.007/0001-55,2020-06-30,1,05/2020,-0.00314,
34.509.007/0001-55,2020-06-30,1,06/2020,-0.003104,
34.691.925/0001-48,2020-03-31,1,01/2020,-0.006249,-0.006249
34.691.925/0001-48,2020-03-31,1,02/2020,0.003078,0.003078
34.691.925/0001-48,2020-03-31,1,03/2020,-0.001396,-0.001396
34.691.925/0001-48,2020-09-30,1,07/2020,-0.001238,-0.001238
34.691.925/0001-48,2020-09-30,1,08/2020,-0.000543,-0.000543
34.691.925/0001-48,2020-09-30,1,09/2020,-0.001973,-0.001973
34.691.925/0001-48,2020-12-31,1,10/2020,-0.001445,-0.001445
34.691.925/0001-48,2020-12-31,1,11/2020,0.002485,0.002485
34.691.925/0001-48,2020-12-31,1,12/2020,-0.031972,-0.031972
34.693.040/0001-88,2020-03-31,1,03/2020,-0.00114,-0.00114
34.693.040/0001-88,2020-09-30,1,07/2020,-0.002181,-0.002181
34.693.040/0001-88,2020-09-30,1,08/2020,-0.002392,-0.002392
34.693.040/0001-88,2020-09-30,1,09/2020,-0.002076,-0.002076
34.693.040/0001-88,2020-12-31,1,10/2020,-0.002274,-0.002274
34.693.040/0001-88,2020-12-31,1,11/2020,-0.001991,-0.001991
34.693.040/0001-88,2020-12-31,1,12/2020,-0.002168,-0.002168
36.517.660/0001-91,2020-12-31,1,Novembro,-0.006742,-0.006881
36.517.660/0001-91,2020-12-31,1,Dezembro,0.010258,0.006232
36.615.915/0001-59,2020-12-31,1,10/2020,-0.012486,-0.012486
36.615.915/0001-59,2020-12-31,1,11/2020,0.009296,0.009296
36.615.915/0001-59,2020-12-31,1,12/2020,0.006504,0.006504
38.376.805/0001-07,2020-12-31,1,10/2020,-0.000995,-0.000995
38.376.805/0001-07,2020-12-31,1,11/2020,-0.00039,-0.00039
38.376.805/0001-07,2020-12-31,1,12/2020,-0.001109,-0.001109
01.235.622/0001-61,2021-03-31,1,janeiro/2021,0.005188,0.005188
01.235.622/0001-61,2021-03-31,1,fevereiro/2021,0.007326,0.007326
01.235.622/0001-61,2021-03-31,1,março/2021,0.003977,0.003977
01.235.622/0001-61,2021-06-30,1,44287,0.008352,0.008352
01.235.622/0001-61,2021-06-30,1,44317,0.011498,0.011498
01.235.622/0001-61,2021-06-30,1,44348,0.016171,0.016171
01.235.622/0001-61,2021-09-30,1,07/2021,0.007465,0.007465
01.235.622/0001-61,2021-09-30,1,08/2021,0.00855,0.00855
01.235.622/0001-61,2021-09-30,1,09/2021,0.007751,0.007751
01.235.622/0001-61,2021-12-31,1,Out/21,0.005868,0.005868
01.235.622/0001-61,2021-12-31,1,Nov/2021,0.027615,0.027615
01.235.622/0001-61,2021-12-31,1,Dez/2021,-0.032839,-0.032839
03.683.056/0001-86,2021-03-31,1,Janeiro,0.0039568761177606,0.0038297368219841
03.683.056/0001-86,2021-03-31,1,Fevereiro,0.002626,0.002499
03.683.056/0001-86,2021-03-31,1,Março,0.001039,0.000708
03.683.056/0001-86,2021-12-31,1,Outubro,0.004592,0.004592
03.683.056/0001-86,2021-12-31,1,Novembro,0.020996,0.020996
03.683.056/0001-86,2021-12-31,1,Dezembro,0.002105,0.002105
08.924.783/0001-01,2021-03-31,1,jan/21,0.002883,0.002348
08.924.783/0001-01,2021-03-31,1,fev/21,0.003115,0.002606
08.924.783/0001-01,2021-03-31,1,mar/21,0.003486,0.003028
08.924.783/0001-01,2021-06-30,1,04/2021,0.005575,0.004882814241629
08.924.783/0001-01,2021-06-30,1,05/2021,0.007238,0.006567
08.924.783/0001-01,2021-06-30,1,06/2021,0.004559,0.003649998974078
08.924.783/0001-01,2021-09-30,1,07/2021,0.003892,0.0031339130992768
08.924.783/0001-01,2021-09-30,1,08/2021,0.003114,0.0023552251790865
08.924.783/0001-01,2021-09-30,1,09/2021,0.001819,0.001745
08.924.783/0001-01,2021-12-31,1,10/2021,0.002305,-0.001338
08.924.783/0001-01,2021-12-31,1,11/2021,-0.003646,-0.00877
08.924.783/0001-01,2021-12-31,1,12/2021,0.000364,-0.00284
10.522.648/0001-81,2021-03-31,1,janeiro/2021,0.001599,0.001599
10.522.648/0001-81,2021-03-31,1,fevereiro/2021,0.013897,0.013897
10.522.648/0001-81,2021-03-31,1,março/2021,0.00293,0.00293
10.522.648/0001-81,2021-09-30,1,jul/21,-0.000262,-0.000262
10.522.648/0001-81,2021-09-30,1,ago/21,-0.003937,-0.003937
10.522.648/0001-81,2021-09-30,1,set/21,0.001932,0.001932
11.268.335/0001-01,2021-03-31,1,01/2021,0.001888,0.001888
11.268.335/0001-01,2021-03-31,1,02/2021,0.001998,0.001998
11.268.335/0001-01,2021-03-31,1,03/2021,0.025415,0.025415
11.268.335/0001-01,2021-06-30,1,04/2021,0.023814,0.023814
11.268.335/0001-01,2021-06-30,1,05/2021,0.032955,0.032955
11.268.335/0001-01,2021-09-30,1,07/2021,0.035159,0.035159
11.268.335/0001-01,2021-09-30,1,08/2021,0.004883,0.004883
11.268.335/0001-01,2021-09-30,1,09/2021,0.011426,0.011426
11.268.335/0001-01,2021-12-31,1,10/2021,0.689415,0.689415
11.268.335/0001-01,2021-12-31,1,11/2021,0.304622,0.304622
11.268.335/0001-01,2021-12-31,1,12/2021,0.18302,0.18302
12.005.956/0001-65,2021-06-30,1,04/2021,0.0041589300326331,0.0040182457791505
12.005.956/0001-65,2021-06-30,1,05/2021,0.0046536069700797,0.0045061123227314
12.005.956/0001-65,2021-06-30,1,06/2021,0.0045577656790928,0.0044246886794896
12.005.956/0001-65,2021-09-30,1,07/2021,0.0049371256109981,0.0047117282055561
12.005.956/0001-65,2021-09-30,1,08/2021,0.0048589078668879,0.0047209275966898
12.005.956/0001-65,2021-09-30,1,09/2021,0.0049070745239116,0.0047415478835039
12.005.956/0001-65,2021-12-31,1,10/2021,0.0051901923543055,0.0050213157587477
12.005.956/0001-65,2021-12-31,1,11/2021,0.0049413709249077,0.004721840029039
12.005.956/0001-65,2021-12-31,1,12/2021,0.0058841524194684,0.0057059339588534
17.098.794/0001-70,2021-03-31,4,12/2020,0.008536,0.008536
17.098.794/0001-70,2021-03-31,4,11/2020,0.008266,0.008266
17.098.794/0001-70,2021-03-31,4,10/2020,-0.015394,-0.015394
17.098.794/0001-70,2021-06-30,1,04/21,0.0041259501413593,0.0041259501413593
17.098.794/0001-70,2021-06-30,1,05/21,-0.0177260509774823,-0.0177260509774823
17.098.794/0001-70,2021-06-30,1,06/21,-0.0219439439589172,-0.0219439439589172
17.098.794/0001-70,2021-09-30,1,07/21,-0.109355377820222,-0.109355377820222
17.098.794/0001-70,2021-09-30,1,08/21,-0.0040404040404039,-0.0040404040404039
17.098.794/0001-70,2021-09-30,1,09/21,-0.0140136054421769,-0.0140136054421769
17.098.794/0001-70,2021-12-31,1,10/21,-0.0057071269487749,-0.0057071269487749
17.098.794/0001-70,2021-12-31,1,11/21,-0.0329189036450974,-0.0329189036450974
17.098.794/0001-70,2021-12-31,1,12/21,0.0101470588235293,0.0101470588235293
17.311.079/0001-74,2021-03-31,1,Janeiro/2021,-0.000719,-0.000719
17.311.079/0001-74,2021-03-31,1,Fevereiro/2021,-0.000825,-0.000825
17.311.079/0001-74,2021-03-31,1,Março/2021,-0.002059,-0.002059
17.311.079/0001-74,2021-06-30,1,abril/2021,-0.005463,-0.005463
17.311.079/0001-74,2021-06-30,1,maio/2021,-0.003865,-0.003865
17.311.079/0001-74,2021-06-30,1,junho/2021,-0.000772,-0.000772
17.311.079/0001-74,2021-09-30,1,Julho/2021,-0.00082,-0.00082
17.311.079/0001-74,2021-09-30,1,Agosto/2021,-0.000793,-0.000793
17.311.079/0001-74,2021-09-30,1,Setembro/2021,-0.000768,-0.000768
17.311.079/0001-74,2021-12-31,1,Outubro/2021,-0.00073,-0.00073
17.311.079/0001-74,2021-12-31,1,Novembro/2021,-0.00068,-0.00068
17.311.079/0001-74,2021-12-31,1,Dezembro/2021,0.03299,0.03299
18.312.285/0001-61,2021-03-31,1,jan/21,0.004025822983092,0.0011519439802655
18.312.285/0001-61,2021-03-31,1,fev/21,0.0047680099662917,0.0017043694328556
18.312.285/0001-61,2021-03-31,1,mar/21,0.0049763612663157,0.0019778538397996
18.312.285/0001-61,2021-06-30,1,04/2021,0.004159,0.0011569781574475
18.312.285/0001-61,2021-06-30,1,05/2021,0.004492,0.0014997492609798
18.312.285/0001-61,2021-06-30,1,06/2021,0.004403,0.0014426752085631
18.312.285/0001-61,2021-09-30,1,07/2021,0.003178,0.0013908422226745
18.312.285/0001-61,2021-09-30,1,08/2021,0.00278,0.0013711680565809
18.312.285/0001-61,2021-09-30,1,09/2021,0.002433,0.0008796274604991
18.312.285/0001-61,2021-12-31,1,10/2021,-0.000785,2.1e-05
18.312.285/0001-61,2021-12-31,1,11/2021,0.067718,0.067043
18.312.285/0001-61,2021-12-31,1,12/2021,-0.001527,-0.002425
18.330.535/0001-96,2021-03-31,1,01/2021,0.006254,0.006254
18.330.535/0001-96,2021-03-31,1,02/2021,-0.00495,-0.00495
18.330.535/0001-96,2021-03-31,1,03/2021,0.004626,0.004626
18.330.535/0001-96,2021-06-30,1,04/2021,0.005322,0.005322
18.330.535/0001-96,2021-06-30,1,05/2021,-0.006261,-0.006261
18.330.535/0001-96,2021-06-30,1,06/2021,0.010623,0.010623
18.330.535/0001-96,2021-09-30,1,07/2021,0.002294,0.002294
18.330.535/0001-96,2021-09-30,1,08/2021,0.004135,0.004135
18.330.535/0001-96,2021-09-30,1,09/2021,0.004766,0.004766
18.330.535/0001-96,2021-12-31,1,10/2021,0.004994,0.004994
18.330.535/0001-96,2021-12-31,1,11/2021,0.006376,0.006376
18.330.535/0001-96,2021-12-31,1,12/2021,-0.045787,-0.045787
20.216.935/0001-17,2021-03-31,1,01/2021,0.005005,0.005005
20.216.935/0001-17,2021-03-31,1,02/2021,-0.000599,-0.000599
20.216.935/0001-17,2021-03-31,1,03/2021,0.015844,0.015844
20.216.935/0001-17,2021-06-30,1,04/2021,0.007596,0.007596
20.216.935/0001-17,2021-06-30,1,05/2021,-0.011852,-0.011852
20.216.935/0001-17,2021-06-30,1,06/2021,-0.018792,-0.018792
20.216.935/0001-17,2021-09-30,1,07/2021,0.03456,0.03456
20.216.935/0001-17,2021-09-30,1,08/2021,-0.02081,-0.02081
20.216.935/0001-17,2021-09-30,1,09/2021,-0.004422,-0.004422
20.216.935/0001-17,2021-12-31,1,10/2021,-0.007012,-0.007012
20.216.935/0001-17,2021-12-31,1,11/2021,-0.027799,-0.027799
20.216.935/0001-17,2021-12-31,1,12/2021,0.087066,0.087066
28.893.734/0001-66,2021-03-31,1,01/2021,-0.007171,-0.007171
28.893.734/0001-66,2021-03-31,1,02/2021,-0.029932,-0.029932
28.893.734/0001-66,2021-03-31,1,03/2021,-0.024197,-0.024197
28.893.734/0001-66,2021-09-30,1,07/2021,1.0,1.0
28.893.734/0001-66,2021-09-30,1,08/2021,0.428195,0.428195
28.893.734/0001-66,2021-09-30,1,09/2021,0.655286,0.655286
28.893.734/0001-66,2021-12-31,1,10/2021,0.052642,0.052642
28.893.734/0001-66,2021-12-31,1,11/2021,-0.006849,-0.006849
28.893.734/0001-66,2021-12-31,1,12/2021,-0.014369,-0.014369
31.887.401/0001-39,2021-03-31,2,12/2020,0.019137,0.019137
31.887.401/0001-39,2021-03-31,2,11/2020,0.011862,0.011862
31.887.401/0001-39,2021-03-31,2,10/2020,-0.010696,-0.010696
31.887.401/0001-39,2021-06-30,1,04/2021,0.0048589697769259,0.0034434778588554
31.887.401/0001-39,2021-06-30,1,05/2021,-0.0178779352342919,0.004349380992674
31.887.401/0001-39,2021-06-30,1,06/2021,-0.0285431548244323,0.003415137610649
31.887.401/0001-39,2021-09-30,1,07/21,0.0143487858719649,0.0143487858719649
31.887.401/0001-39,2021-09-30,1,08/21,-0.037593984962406,-0.037593984962406
31.887.401/0001-39,2021-09-30,1,09/21,-0.0145714285714286,-0.0145714285714286
31.887.401/0001-39,2021-12-31,1,07/21,0.0126050420168069,0.0126050420168069
31.887.401/0001-39,2021-12-31,1,08/21,-0.0175691244239631,-0.0175691244239631
31.887.401/0001-39,2021-12-31,1,09/21,0.0171693042699315,0.0171693042699315
32.287.811/0001-01,2021-12-31,1,12/2021,-0.013020706,-0.013020706
32.287.811/0001-01,2021-12-31,1,11/2021,-0.011065776,-0.011065776
32.287.811/0001-01,2021-12-31,1,10/2021,-0.005163901,-0.005163901
32.655.589/0001-52,2021-03-31,1,01/2021,-0.006724,-0.006724
32.655.589/0001-52,2021-03-31,1,02/2021,-0.005428,-0.005428
32.655.589/0001-52,2021-03-31,1,03/2021,-0.001853,-0.001853
32.655.589/0001-52,2021-06-30,1,04/2021,-0.004658,-0.002876
32.655.589/0001-52,2021-09-30,1,07/2021,-0.006042,-0.006042
32.655.589/0001-52,2021-09-30,1,08/2021,-0.002666,-0.002666
32.655.589/0001-52,2021-09-30,1,09/2021,-0.007319,-0.007319
32.655.589/0001-52,2021-12-31,1,10/2021,0.003575,0.003575
32.655.589/0001-52,2021-12-31,1,11/2021,-0.000665,-0.000665
32.655.589/0001-52,2021-12-31,1,12/2021,-0.004977,-0.004977
34.691.925/0001-48,2021-03-31,1,01/2021,-0.003519,-0.003519
34.691.925/0001-48,2021-03-31,1,02/2021,-0.003761,-0.003761
34.691.925/0001-48,2021-03-31,1,03/2021,0.008009,0.008009
34.691.925/0001-48,2021-06-30,1,04/2021,-0.003114,-0.003114
34.691.925/0001-48,2021-06-30,1,05/2021,-0.000314,-0.000314
34.691.925/0001-48,2021-06-30,1,06/2021,-0.105908,-0.105908
34.691.925/0001-48,2021-09-30,1,07/2021,1.9e-05,1.9e-05
34.691.925/0001-48,2021-09-30,1,08/2021,0.034955,0.034955
34.691.925/0001-48,2021-09-30,1,09/2021,-0.001882,-0.001882
34.691.925/0001-48,2021-12-31,1,10/2021,-0.011377,-0.011377
34.691.925/0001-48,2021-12-31,1,11/2021,0.028652,0.028652
34.691.925/0001-48,2021-12-31,1,12/2021,-0.131194,-0.131194
34.693.040/0001-88,2021-03-31,1,01/2021,-0.001967,-0.001967
34.693.040/0001-88,2021-03-31,1,02/2021,-0.001848,-0.001848
34.693.040/0001-88,2021-03-31,1,03/2021,-0.001916,-0.001916
34.693.040/0001-88,2021-06-30,1,04/2021,-0.002231,-0.002231
34.693.040/0001-88,2021-06-30,1,05/2021,-0.002188,-0.002188
34.693.040/0001-88,2021-06-30,1,06/2021,-0.002197,-0.002197
34.693.040/0001-88,2021-09-30,1,07/2021,-0.002281,-0.002281
34.693.040/0001-88,2021-09-30,1,08/2021,0.111205,0.111205
34.693.040/0001-88,2021-09-30,1,09/2021,0.103551,0.103551
34.693.040/0001-88,2021-12-31,1,10/2021,0.272223,0.272223
34.693.040/0001-88,2021-12-31,1,11/2021,-0.19126,-0.19126
34.693.040/0001-88,2021-12-31,1,12/2021,-0.144318,-0.144318
35.940.506/0001-65,2021-12-31,1,12/2021,-0.554100969,-0.554100969
35.940.506/0001-65,2021-12-31,1,11/2021,-0.310246064,-0.310246064
36.200.677/0001-10,2021-12-31,1,Outubro,0.01025,0.008644
36.200.677/0001-10,2021-12-31,1,Novembro,-0.001788,-0.003784
36.200.677/0001-10,2021-12-31,1,Dezembro,0.00161,-0.000168
36.517.660/0001-91,2021-03-31,1,Janeiro,0.007101,0.002808
36.517.660/0001-91,2021-03-31,1,Fevereiro,0.004287,-5e-06
36.517.660/0001-91,2021-03-31,1,Março,0.004717,0.0002
36.517.660/0001-91,2021-06-30,1,Abril,0.004868,0.000734
36.517.660/0001-91,2021-06-30,1,Maio,-0.000266,-0.004397
36.517.660/0001-91,2021-06-30,1,Junho,0.004792,0.000642
36.517.660/0001-91,2021-09-30,1,Julho,0.003509,-0.000989
36.517.660/0001-91,2021-09-30,1,Agosto,0.004882,-0.004143
36.517.660/0001-91,2021-09-30,1,Setembro,0.254235,0.249311
36.517.660/0001-91,2021-12-31,1,Outubro,0.004481,0.000223
36.517.660/0001-91,2021-12-31,1,Novembro,0.037557,0.03298
36.517.660/0001-91,2021-12-31,1,Dezembro,0.00426,-0.000392
36.615.915/0001-59,2021-03-31,1,01/2021,-0.006861,-0.006861
36.615.915/0001-59,2021-03-31,1,02/2021,0.020156,0.020156
36.615.915/0001-59,2021-03-31,1,03/2021,-0.014221,-0.014221
36.615.915/0001-59,2021-06-30,1,04/2021,0.014182,0.014182
36.615.915/0001-59,2021-06-30,1,05/2021,-0.01995,-0.01995
36.615.915/0001-59,2021-06-30,1,06/2021,-0.028676,-0.028676
36.615.915/0001-59,2021-09-30,1,07/2021,0.01994,0.01994
36.615.915/0001-59,2021-09-30,1,08/2021,-0.036021,-0.036021
36.615.915/0001-59,2021-09-30,1,09/2021,-0.016458,-0.016458
36.615.915/0001-59,2021-12-31,1,10/2021,-0.025266,-0.025266
36.615.915/0001-59,2021-12-31,1,11/2021,-0.033306,-0.033306
36.615.915/0001-59,2021-12-31,1,12/2021,0.091066,0.091066
37.087.810/0001-37,2021-03-31,3,Não possui informação apresentada.,,
37.087.810/0001-37,2021-06-30,2,Não possui informação apresentada.,,
37.087.810/0001-37,2021-09-30,1,Não possui informação apresentada.,,
37.087.810/0001-37,2021-12-31,3,Não possui informação apresentada.,,
38.294.086/0001-85,2021-03-31,1,fev/21,0.0015137609120039,0.0003040998469738
38.294.086/0001-85,2021-03-31,1,mar/21,0.055009098921783,0.052699076404372
38.294.086/0001-85,2021-06-30,1,04/2021,0.006488,0.0030634886835512
38.294.086/0001-85,2021-06-30,1,05/2021,0.005848,0.0028550893631406
38.294.086/0001-85,2021-06-30,1,06/2021,0.00328,0.0036031460206506
38.294.086/0001-85,2021-09-30,1,07/2021,0.004366,-0.0016619185724363
38.294.086/0001-85,2021-09-30,1,08/2021,0.00462,-0.0006363051347477
38.294.086/0001-85,2021-09-30,1,09/2021,0.003814,-0.0012233569958947
38.294.086/0001-85,2021-12-31,1,10/2021,0.005096,0.000872
38.294.086/0001-85,2021-12-31,1,11/2021,0.0157,0.014321
38.294.086/0001-85,2021-12-31,1,12/2021,-0.066512,-0.067816
38.376.805/0001-07,2021-03-31,1,01/2021,-0.00036,-0.00036
38.376.805/0001-07,2021-03-31,1,02/2021,-0.000387,-0.000387
38.376.805/0001-07,2021-03-31,1,03/2021,-0.000385,-0.000385
38.376.805/0001-07,2021-06-30,1,04/2021,-0.000385,-0.000385
38.376.805/0001-07,2021-06-30,1,05/2021,-0.000395,-0.000395
38.376.805/0001-07,2021-06-30,1,06/2021,0.155354,0.155354
38.376.805/0001-07,2021-09-30,1,07/2021,-0.048024,-0.048024
38.376.805/0001-07,2021-09-30,1,08/2021,-0.008953,-0.008953
38.376.805/0001-07,2021-09-30,1,09/2021,-0.003758,-0.003758
38.376.805/0001-07,2021-12-31,1,10/2021,0.002196,0.002196
38.376.805/0001-07,2021-12-31,1,11/2021,-0.004977,-0.004977
38.376.805/0001-07,2021-12-31,1,12/2021,-0.019523,-0.019523
